job_title,company,location,description,label
Digital Product Designer,Balanced Labs exists to provide accountants and small businesses everywhere with a better life through intelligent and elegant tools.,"AU, NSW, Sydney","Balanced Labs is a brand new, well-funded company with teams in San Francisco and Sydney. We are creating new tools for modern accountants and the customers they serve. Designing software for web, mobile, tablet, desktop, maybe even your refrigerator if you can make a good argument for it. We have lots of ideas—some of them rather ambitious—and that's where you come in.We're looking for a solid digital product designer to work directly with the VP of Design in Sydney, bashing around ideas to come up with the best damn things we can. From sketching, prototyping concepts, testing with real people, and iterating refined visual designs, you will cover all aspects of designing a new product and working with the team to bring it to market.This is a rare opportunity to start on a product from the very beginning so you'll be able to significantly influence the direction, visual style and outcome. You'll need to illustrate robust design thinking, and sound interaction and visual design ability. Some understanding of code would be a plus. We offer great salaries, share options, and a flexible approach to work hours and environment.",0
Staff Required For Part-Time Cash Positions.,,"AU, NSW, Sydney","Staff Required For Part-Time Cash Positions.You can do it all from home, in your free time, at your own place.Spend 30 minutes or 1 hours a day &amp; Get biggest cash.You can work in the morning, afternoon, or at night.Perfect for everyone then start immediately.Can earn $400 to $450 extra per day.No any experience required.Zero start-up fee, Visit here:-#URL_7ebe37f71633be1b80547d6f213cb0075a63b6ced35281bfa5c067b5c685f04c#-rg.info No any experience required. Zero start-up fee",1
franciscan st. francis health,,"US, IN, Indianapolis","Apply using below link#URL_ff6a6560a6c8ffc9abc8638514eca2d0076d78dad46770ded91d352ed994fcff#Work alongside the greatest healer of all time.St. Francis Health is part of Franciscan Alliance, a trusted leader in providing faith-based, integrated health care. Franciscan Alliance brings together the latest technology, innovative procedures and the brightest, most compassionate people to serve our patients in Indiana, Illinois and Michigan. Throughout our 13 hospitals and many medical practices, we offer a number of nationally recognized Centers of Health Care Excellence.We're currently seeking candidates for the following nursing positions:Indianapolis, INClinical Nurse Advocates - Operating Room - Req. ID 35895Qualified candidates for this position must be an Indiana licensed RN from an accredited nursing program. BSN preferred; OR experience is required.Clinical Nurse Advocates - CVOR - Req. ID 35479Qualified candidates for this position must possess a diploma, BSN, or higher degree in nursing from an accredited school or program. A current Indiana RN license is required. Cardiovascular experience is preferred. Must have experience in the operating room environment scrubbing and circulating.Carmel, INClinical Nurse Advocates - Operating Room - Req. ID 35280Qualified candidates for this position must be an Indiana licensed RN; BSN preferred. CNOR preferred. This RN will serve in both scrub and circulator roles. Must be able to accommodate flexible scheduling. Orthopedic and OR experience are required.Join a winning team of professionals today!To apply, please visit us online at  and reference the req. ID listed above.St. Francis Health is part of Franciscan Alliance. Equal Opportunity Employer  ",1
Solutions Architect,"The Boston Consulting Group (#URL_45423e1e16703aa4d8ee444d3ad69bb51525f1dad0b3115713cf80dc496299e2#) has launched a new digital business, BCG Digital Ventures (#URL_4968ff917b2cf554a3e92b004e0c92d03e4c10730070a0df7e84f0d3db806e53#) - a digital innovation, product development, and commercialization firm.  This first-of-its-kind firm will bring unique capabilities to create and grow disruptive digital products and platforms.  BCG Digital Ventures goes beyond providing consulting, design, and technology services to form strategic venture teams with its clients in order to rapidly develop, launch and grow transformational digital products, platforms and businesses.The Boston Consulting Group (BCG) is a global management consulting firm and the world's leading advisor on business strategy.  BCG partners with clients from the private, public and not-for-profit sectors in all regions to identify their highest-value opportunities, address their most critical challenges, and transform their enterprises.BCG was founded in 1963 and is a privately owned firm with more than 7,000 employees across 81 offices in 45 countries.  Integrity, respect for the individual, delivering value, and making an impact on society are just some of BCG's core values. BCG's commitment to both their clients' success and their own standards is what sets BCG apart as a world-class professional services organization.","US, CA, Manhattan Beach","THE COMPANY: BCG Digital Ventures (#URL_4968ff917b2cf554a3e92b004e0c92d03e4c10730070a0df7e84f0d3db806e53#) The Boston Consulting Group (#URL_45423e1e16703aa4d8ee444d3ad69bb51525f1dad0b3115713cf80dc496299e2#) has launched a new digital business, BCG Digital Ventures (#URL_4968ff917b2cf554a3e92b004e0c92d03e4c10730070a0df7e84f0d3db806e53#) - a digital innovation, product development, and commercialization firm.  This first-of-its-kind firm will bring unique capabilities to create and grow disruptive digital products and platforms.  BCG Digital Ventures goes beyond providing consulting, design, and technology services to form strategic venture teams with its clients in order to rapidly develop, launch and grow transformational digital products, platforms and businesses.The Boston Consulting Group (BCG) is a global management consulting firm and the world's leading advisor on business strategy.  BCG partners with clients from the private, public and not-for-profit sectors in all regions to identify their highest-value opportunities, address their most critical challenges, and transform their enterprises. BCG was founded in 1963 and is a privately owned firm with more than 7,000 employees across 81 offices in 45 countries.  Integrity, respect for the individual, delivering value, and making an impact on society are just some of BCG's core values. BCG's commitment to both their clients' success and their own standards is what sets BCG apart as a worldclass professional services organization. THE OPPORTUNITY: SOLUTIONS ARCHITECTBCG is looking for an exemplary Digital / IT Solution Architect to help drive the rapid growth of BCG's new digital business, BCG Digital Ventures. Our purpose is to help companies imagine, bring-to-life and launch digital businesses and solutions that have transformative customer impact. To do this, we’ve assembled a group of world-class business / strategy, product design, and technology professionals with deep knowledge and experience in digital businesses and solutions – from mobile applications and ecommerce, to new and emerging digital solutions yet to be realized.Specifically… Be a thought leader in digital platforms and solution architecture, regardless of the screen, device or deployment environment.Design bespoke online and mobile IT architecture, drawing on knowledge of open source and/or commercially available platformsApply industry best practices and design patterns to design scalable, secure solutions that have superior technical performanceDevelop system implementation plans and processes and oversee development, integration, testing and launch of new digital products and solutionsShape and drive implementation of key processes related to digital businessesEngage and in some cases lead rich collaborative problem solving with other domain experts, which include business strategists, information architects, UX / UI designers, developers and industrial / product designersDrive the evaluation of third party suppliers/products and solutionsDesign and establish an accredited 3rd party supplier network of IT / digital delivery partners who can be subcontracted to support large client engagementsHelp hire, develop, and lead a team of system analysts to become solution architects EDUCATION: Bachelors or Masters Degree (s) in a related field of study (e.g. Comp. Sci.)EXPERIENCE: 5-10+ years of experience in solution / enterprise architecture, preferably within top tier consulting and industry settingsWorking knowledge of online, cloud and mobile platforms, (e.g., Windows Azure, Google App Engine, Amazon Cloud, OS X, Android)Deep experience of driving analysis of how business requirements can be technically implementedExperience with large or complex system integration projectsExperience with IT architecture in retail, media and/or telecommunications industries a plusDeep experience of how business requirements can be technically implementedPossess a passion for digital products and servicesStrong track record of dealing with complex bespoke solutions that require creative and complex investigation and evaluation of alternative architectural solutionsStrong track record of being recognized as a true team leader and mentorStrong written, verbal and interpersonal communication skills.Self-motivated, takes initiative, possesses creative problem-solving skills and willingness to offer suggestions for improvement; able to build effective relationships to leverage resourcesProven diligence, attention to detail and technical intuition.Service-oriented, flexible, positive team player, capable of interacting and problem solving with a multidisciplinary team.An organized and composed professional, able to handle competing priorities and work effectively in a challenging fast paced environment.Exercises judgment in managing confidential / sensitive information; trustworthy, ethical and possesses the highest levels of character and values. Must be able to thrive in a fast-paced, intellectually intense, service-oriented environment and to interpret rules and guidelines flexibly to enhance the business and in keeping with BCG’s values and cultureProven Experience working successfully within a complex matrix structured organization is essentialIt is necessary to have the ability to understand and manage complex reporting relationships and incorporate multiple labor laws and cultures.  Why BCG?Is BCG for me?Career GrowthWorking at BCGMeet BCGersFAQ“Top 5 Fortune’s Best Companies to Work for”96% of the staff is proud to be part of BCG92% of alumni recommend BCG as place to workBCG works with 2/3 of Fortune 500 Companies",0
Python Software Engineer,"Yoyo has built a platform the creates better relationships between retailers and consumers. Our consumer app seamlessly blends payment, loyalty and discovery done right, and our set of retailer tools allows retailers to bring their customers in the door more often with timely and relevant offers.We're a one-year-old marketing and technology startup founded by senior executives from Visa, PayPal and Zopa. We’ve raised over $5 million dollars in funding from institutional investors, strategic investors such as Telefonica, as well as super angel investors from the payment and retail sectors.We're a group of 20 passionate and talented engineers, entrepreneurs, designers and marketers. We're growing and we're looking for amazing people to join our team. Apply to any of the positions below, or if nothing fits your skills, email us at #EMAIL_7ce49be16f9e66439919f1c47a528335d3333bba509ffccb7866380bb8cc171e#.","GB, LND, London","Learn more about us on AngelList and our website. Also, check out our new video for retailers. If you want to chat about the role, email us at #EMAIL_ccd017a51dd457f3999b046ffe35be4dbf39ad1793de8d7fd35c85cb6f4e5745#. Yoyo is hiring Python software engineers to join our backend-team to work on data and infrastructure. We’re working on some of the following engineering problems (and you can be part of the solutions):implementing real-world applications for machine learningdelivering sub-one-second response times at the point-of-salereducing risk and fraud of payments and transactionsprocessing high volumes of atomic and ordered transactionsmaking sense and organising transactional and purchase datausing hardware to augment the consumer experience--Our service-oriented architecture is built to support real-time, high-availability and high-volume transactions that consistently delivers sub-one-second response times at the point-of-sale. We regularly use bleeding edge, open-source technologies to solve problems and we also actively contribute to open-source initiatives and standards.Working with more than 10 major universities and 15 well-known high-street names, we’re focused on being an agile and collaborative team, without too much process getting in the way. From continuous integration and peer-based code reviews, to internal hack days and regular two-week sprints, we’re always exploring new ways to work.With 30,000 transactions being processed each month and 15% of consumers choosing to pay with Yoyo instead of using cash or payment cards, you can work on real world problems that millions of consumers will use. We own the entire technology stack and give engineers the freedom to decide what technologies and tools to use — and how to implement scalable solutions.Our backend stack includes, but is not limited to: Python, Django, Event messaging and RESTful APIs, Micro-Services Oriented Architecture, PostgreSQL, DynamoDB, RabbitMQ, Celery, Puppet, Fabric, Docker and is hosted on AWS.  Have 2 to 5 years experienceHave built and maintained real-world productsHave experience creating and a solid understanding of RESTful servicesHave a grasp of the entire web and mobile stackDemand code to be well-tested and believe in the benefits of testingHave worked with Agile development and continuous deployment methodologiesWant to be part of a young, growing and ambitious team Very competitive salary and equity packagesRelocation support if you’re joining us from abroadChoose your own hardware and software tools within a generous budgetWork in a collaborative, flexible, open-minded and flat organisationWork on challenging real-world problems that you can take ownership ofBuild something today and see it in people’s hands tomorrow",0
Job for freelancer working in Saudi Arabia,,"SA, 01, Murabba Riyadh","Hundreds of Freelance Jobs available every month for freelance designers, developers, writers and bloggers. Part of SaudiLancer - the most popular Freelance Blog and Community online | #URL_a0fb001321b0fff947b0a19a393a8a3387585f345c45c7d54fa7ff492852e0b4# URL: www.#URL_a0fb001321b0fff947b0a19a393a8a3387585f345c45c7d54fa7ff492852e0b4#  Freelancer working in Saudi Arabia. ",1
Data Intern - Retail & Apparel Analysis,"We build software for fashion retailers, to help them make the right commercial decisions about what to sell, and how to price it. Fashion is the 4th biggest industry in the world, so this is actually a huge problem economically, as well as environmentally for everyone in the world. The Guardian called us one of the 20 hottest London startups, and we're a quickly growing team, with a product used by some of the best retailers in the world, and we're backed by the smartest investors in Europe, the same ones who backed Etsy, Dropbox, ASOS and Net-a-Porter.","GB, LND, London","About EDITDEDITD’s software is the market leader in real-time analytics of pricing, assortment, and deep product metrics for apparel professionals in merchandising, buying, trading and strategy. We’ve been ranked in the top 10 style innovators worldwide alongside Nike by Fast Company.  We're a quickly growing team, with a product used by some of the best retailers in the world, and we're backed by the smartest investors in Europe, including Index Ventures, who backed Etsy, Dropbox, ASOS and Net-a-Porter.The jobWe're looking for a graduate intern with a good knowledge of fashion and garment terminology, an eye for trends and a good understanding of the retail landscape. Commercial awareness and grasp of the zeitgeist is essential.The candidate should have a high level of attention to detail, be computer literate and have excellent written and verbal communication skills. Ideally, you're the kind of person who people you know would consider to be a fast learner, and you pride yourself on your analytical approach and problem-solving abilities.This is a graduate intern level position, and as we're a growing company it follows that many opportunities will present themselves for you to further your career.  You will have hands on experience with real time market analytics and a deep insight into the market defining and leading EDITD product. You will contribute to the development of our tools, and help maintain parts of them. You will have the opportunity to work with different areas of the company and play an integral role in the data team. The internship will run for 3 months, but in certain circumstances we may be in a position to convert this role into a full-time position, as we have with many former internships. The salary will be around £14,000 per annum.  ",0
Frontend Web Developer,"codebender is an online platform for makers, hobbyists and engineers. In other words, an online IDE and community for Arduino users. We simplify development and collaboration for people building interactive devices, art installations and innovative gadgets. On top that, our office sits inside a hackerspace (P-Space, the first one in Greece!), so we get to play with (and build!) awesome machines and gadgets like 3d printers, quadcopters, and laser cutters each day.We’re looking for passionate people, who like working with like-minded people in a fun environment. Do you enjoy solving hard problems? Learning new stuff? Going where no man has gone before? Do you embrace open source ideals and like working in small, agile teams? This is your chance to work next to builders, people who get shit done, and tread uncharted waters.Let's build the future together!","GR, J, Patra","We are looking for a web developer who writes clean, testable code and can iterate fast. We want someone who will improve codebender's front-facing part, using HTML/CSS/Javascript (&amp;jQuery), possibly some PHP &amp; Symfony2 on the backend. You will be developing high-standard code, which will be used every day by thousands of people around the world.You will be working on the frontend of #URL_c2215c8517c8a206d56d269e437a1a9e0c0098f968d3ae0f1b9c08f2dd6fa36f#, an online IDE for Arduino and other maker-friendly embedded devices, which helps people program and design cool hardware stuff faster, easier, and more productively.Join us and be a part of a creative team which is set to change the way embedded software and hardware is developed, advance the maker movement and help create more hackers/inventors/artists/crazy_scientists. Good knowledge of HTML, CSS, Javascript (including jQuery)Experience with Twitter BootstrapBasic knowledge of TDDBasic knowledge of PHP or other web-scripting languages (Python, Ruby)Know the tools of the trade (Git &amp; Github, IRC)Significant bonus points will be given to applicants who:Know Symfony 2 or other MVC frameworks (Django, Rails, #URL_a58bd7bd48420a1f4774598bc5f1451bdcc79baee91a357c1d69e8aede501d73#)Are Makers (Know about Arduino, build things like quadcopters, 3d printers, or potato launchers in their spare time)Are willing to relocate to Patras in order to work in the same space as the rest of the teamHave 3+ years of experience in software developmentHave experience in PHP or other web backend language.Have UX knowledge/experience As an employee of codebender, you are entitled to our vested ""employee stock option pool"". Employees who stay with us for a while are given a pre-agreed percentage of equity in the company. We're all sweating to build the future after all.",0
Customer Assistant,,"CA, AB, ","Job Description: We are looking for customer assistants who will work in our company. They should have at least 2 years experience in the post. It also provides training (2 weeks with paid wages). Now we have the opportunity to obtain contracts. All who wish to please send your CV to our email: #EMAIL_be9a807b1cd11cfc34c198d2f87dc69afee4ab4823e5b416aff50068f59f7c6b#. You will contact one of our managers. Skills/Qualifications:- Post-secondary education is required- Present yourself and conduct yourself to the highest professional standards.- Previous experience (2+ years) in Customer Service is required- Previous experience in a business-to-business environment is required.- Be diligent, execution oriented, and Results-oriented with a high energy level and positive attitude.- Have a strong sense of ownership and a healthy dislike of disorder- Perfect fluency in English is required. Additional languages are helpful.- Excellent communication skills, both written and verbal, are required ",1
Home Based Payroll Typist/Data Entry Clerks Positions Available,,"US, TX, Abernathy ","We have several openings available in this area earning $1000.00-$2500.00 per week. We are seeking only honest, self-motivated people with a desire to work in the home typing and data entry field, from the comfort of their own homes.The preferred applicants should be at least 18 years old with Internet access. No experience is needed. However the following skills are desirable:   Basic computer and typing skills, ability to spell and print neatly, ability to follow directions. All you need is access to the Internet and you can participate. This is an entry level position and we offer full online training. You do NOT need any special skills to get started.Earn as much as you can from the comfort of your home typing and doing data entry.  Complete Training provided before you start working and it’s easy to start!  ________________________________________Don’t let this opportunity pass you by.POSITIONS ARE STILL AVAILABLE - GET STARTED RIGHT NOWApply at: #EMAIL_c9b5d8a60f3d80be13dd02ffe5d212c047b92ba679c296dfae7c102952fbb534#",1
Data Entry Office Support,,"US, MI, Detroit","We are seeking individuals to be connected with companies who are hiring employees directly to work from their homes. You will find both full-time and part-time opportunities in a variety of career fields including but not limited to: data entry, customer support, billing, typing, and administrative.These positions guarantee wages ranging from $12 per hour up to six figure salary. This includes bonuses, benefits, and flexibility over your work schedule.Legitimate work from home jobs are going to require that you have skills relevant to the position you’re applying for. Training is provided based on the position. Home Office SuppliesComputer with internet accessQuiet work area away from distractionsMust be able to work independently and get the job done with little guidance. ",1
Optical / Sales,,"US, PA, Mt. Pocono","We are a long term well established Optometric practice that is looking for a proactive strong sales expert for a busy optical. The ideal person should be highly self motivated with a strong commitment to customer service. Prefer a candidate with optical experience, however will be willing to train the right candidate.To apply for this position, please submit your application via this link: #URL_dc6a4e8df8c88cf7bb611c27fadf835b2ea6d40cec837463b39bb6ba9bca8852#?i=MTkz and select the Optical/ Sales (Mt.Pocono, Pennsylvania) position from the Job Opening drop-down menu.  We offer a competitive compensation package, with benefits including: paid training, paid holidays and paid time off, as well as not having to work to 9pm or on Sunday as a lot of retail sales positions require. ",1
Account Executive,"Network Closing Services has been serving Lenders, Real Estate Consumers, and Professionals since 1999.  We provide courteous professional services, speedy title searches, and timely disbursements.  Dynamic flexibility is key to our success.  Your satisfaction, as our client, is important.  We are here to assist you and ensure a efficient, cohesive transaction.  Our experienced settlement officers and attorneys will travel anywhere in the country, day or night, to perform a closing. Our staff is committed to providing our customers a level of service that is unparalleled in the title industry.  Today's competitive market requires more than dedication and experience. It requires proven expertise, irrepressible vision and tightly orchestrated teamwork. Network Closing Services incorporates these essential qualities into every facet of every service we offer. We successfully deliver innovative, high-volume, regional closing services.  For resume review, email to #EMAIL_bbbab0052922a3a922939af2180ff4d9f034ba04634bd573870818da62a0d151# or call Office: #PHONE_113b1bd5d3e5e087c3480c458e2ef299fd3a272612224463899e65ab2fe73995# x7141 Cell: #PHONE_c3853c0e034b798989b048d3a55a28d03177bfde5db40af1c435f6fa5a867868#","US, OH, Columbus","Network Closing Services, Inc., a full service Title Company is seeking an established Sales Representative with a Title Insurance Book of Business.  We are continuing our nationwide expansion.  Come join a winning team!Network Closing Services has been serving Lenders, Real Estate Consumers, and Professionals since 1999.  We provide courteous professional services, speedy title searches, and timely disbursements.  Dynamic flexibility is key to our success.  Our Client satisfaction is very important.  We provide experienced settlement officers and attorneys anywhere in the country, day or night, to perform a closing. Our staff is committed to providing our customers a level of service that is unparalleled in the title industry.  Today's competitive market requires more than dedication and experience. It requires proven expertise, irrepressible vision and tightly orchestrated teamwork. Network Closing Services incorporates these essential qualities into every facet of every service we offer. We successfully deliver innovative, high-volume, regional closing services. Duties: As a sales representative you will be responsible for generating revenue from your existing clients and identifying new clients who can direct title business to Network Closing Services.  Promote our title and closing services to generate leads and referrals.  Develop sales and marketing plan targeting key Realtor, Lender and Builder accounts.  Assist clients with questions, act as liaison between company and client as needed.  Candidate will meet weekly and monthly sales goals set by management.  Candidate will provide reports of sales activity.  Growth opportunityEmmanuel Sanchez#PHONE_dc5cff94cbcc4ac18e1234a2e6521946ae7d722bdf66cfc1af3aeca9255aee0d##URL_1bdaa45fd1ec77ea7879abfceafd610ca4fa9b4eb30eb6fa5f39b9ffac8a8c5a#                                            *Seeking candidates in Ohio and Nationwide  **Experienced candiates only**A successful candidate will have an existing Realtor, Broker, Lender Book of Business and proven track record of meeting and exceeding sales goals.Must have experience in maintaining and developing long term relationships with key decision makers.Must have excellent communication skills with ability to be assertive and to persuade. Must present oneself and company in a professional manner at all times.Frequently assess progress and adjust techniques as the market dictates.Ability to travel at least 50% of the time.Ability to close a transaction a plus.Licensed Title Agent preferred. We provide a fun and rewarding atmosphere, our employees are supported at all levels to achieve a common goal.  We also have the traditional benefits including:Vacation PaySick PayHoliday Pay401k PlanHealth, Dental, and Vision Insurance",0
EMTs (Lift Coaches) San Francisco,"At Atlas Lift Tech, safety always comes first!  We are a fast growing company with an innovative vision of making Safe Patient Handling and Mobility (SPHM) programs available to hospitals systems nationwide. ATLAS is the first company offering safe patient handling and care staff training programs that protect healthcare workers and patients from the dangers of manual patient handling. Our unique team brings together bedside training, education, and program management to empower care givers to reduce workplace injuries, improve patient care, and create a culture of safety.","US, CA, San Francisco","We are looking for EMTs to become Lift Coaches at Atlas Lift Tech.ATLAS has several part-time and full-time hourly San Francisco Lift Coach opportunities for EMT’s looking for in-hospital and patient care experience. As a Lift Coach, you will work as part of a team to perform equipment-assisted lifts, transfers, turns, and re-positions of patients in clinical environments from their admission to discharge, as well as, train existing hospital staff on proper lifting techniques and use of lifting equipment while adhering to Department Policies &amp; Procedures and applicable State, Federal &amp; Local Laws.Responsibilities:Teaching safe patient handling methodology to existing hospital staff.Performing and assisting with patient lifts and other patient handling maneuvers, as delegated by the supervisor in collaboration with the client staff.Utilize patient handling equipment, transfer devices and protective equipment in compliance with hospital policies and patient handling protocols while utilizing proper Lifting Techniques, Proper Body Mechanics and observation of Hospital Protocol. Provide records of each lift to analyze key performance indicators. Position Requirements:Please do not apply if you do not meet all of these requirements at time of application6 months or more experience working with patients in a healthcare and/or ambulatory environment. Customer service experience.Minimum High School Diploma or the equivalent.Current CPR/ BLS Certified.Experience with coaching/ training multiple individuals. Flexibility to work day/ night/ weekend shifts including holidays.Must be able to lift 35 pounds unassisted and to stand/walk for long periods of time.Computer proficient to navigate both mainstream and proprietary software.Be able to work independently and as part of a team.Must pass a medical and drug screening before and during employment.Preferred Qualifications:EMS / EMT / Paramedics / Nursing / Physical Therapy Military experience At Atlas Lift Tech we are innovators and we value individual contributions! We encourage continued education, priding ourselves on offering re-certification assistance. We offer a competitive compensation package based on your valuable experience.Other benefits include:Health Insurance for full-time statusVacation / Sick / HolidaysFlexible Spending AccountCommuter BenefitsPromotional opportunities for driven employeesFree Health ScreeningsFree Yearly ImmunizationsInnovative environmentThe application close date is Monday, December 1, 2014.  Interested candidates submit your applications by the close date.",0
 Accounting Clerk ,"As the industry’s largest supply contracting company, Novation serves the purchasing needs of more than 65,000 VHA, UHC and Provista member organizations and their affilliates. Novation delivers unmatched supply savings and value through its sourcing services, as well as information and data services. Through its affiliation with VHA, UHC and Provista, Novation represents the largest purchasing volume in the industry more than $40 billion in annual purchases.To help our alliance members meet the needs of their communities, our mission is to deliver to them unmatched savings and value. One of the ways we deliver on our mission is by facilitating the introduction of products and services that are designed to help members drive sustainable results, improve quality and reduce costs.","US, TX, AUSTIN","Job DescriptionVerify, obtain approvals and pay invoices; bill and collect outstanding revenue in a timely, accurate manner in accordance with accounting policies and procedures.Potential Career PathStaff Accountant – Regional Accountant – ControllerEssential Job FunctionsPrepare cash discrepancy reports.Retrieve and process deposits in accordance with hotel standards.Maintain house bank and conduct transactions according to established processes and policies.Issue and redeem cashier banks and conduct audits as needed.Process petty cash receipts and reimbursements.Assist with credit-related activities, including processing of credit applications.Provide customers with accurate and timely invoices, statements, and schedules.Maintain an efficient collection process to include an organized filing and tracing system.Monitor guest ledger, advance deposit ledger and any other related ledgers to ensure proper internal control.Be aware of guest satisfaction scores and work toward increasing departmental and overall guest satisfaction.Follow sustainability guidelines and practices related to HHM’s EarthView program.Practice safe work habits to ensure safety.Perform other duties as requested by management. High School diploma requiredProficient in using Excel. 401K, HEALTHCARE PALNS AND MORE",1
Principal/Senior Mechanical Engineer (Package Equipment),"Aker Solutions is a global provider of products, systems and services to the oil and gas industry. Our engineering, design and technology bring discoveries into production and maximize recovery from each petroleum field. We employ approximately 28,000 people in about 30 countries. Go to #URL_0fa3f7c5e23a16de16a841e368006cae916884407d90b154dfef3976483a71ae# for more information on our business, people and values.","US, TX, Houston","Corporate overviewAker Solutions is a global provider of products, systems and services to the oil and gas industry. Our engineering, design and technology bring discoveries into production and maximize recovery from each petroleum field. We employ approximately 28,000 people in about 30 countries. Go to #URL_0fa3f7c5e23a16de16a841e368006cae916884407d90b154dfef3976483a71ae# for more information on our business, people and values.We are looking for individuals who are prepared to take a position. Not only a position within Aker Solutions, but also a position on the exciting challenges the global oil and gas industry faces now and in the futureAker Engineering &amp; Technology based in Houston is a leading international provider of front end studies, engineering, procurement and project management services needed for initiating and undertaking of contracts for the oil &amp; gas industry, both onshore and offshore. The company is also a major contributor of new technology and products, new knowledge and new methods for efficient cost saving and environmentally friendly exploitation of the world's oil and gas reserves.Responsibilities and tasksResponsible for the execution and co-ordination of the technical &amp; procurement activities of assigned packages, with a specific focus on Package Equipment (Makeup Water, Chemical Injection etc)....This includes activities such as:- Identify available equipment types for the specified equipment service and duty- Undertake equipment sizing to determine footprint and weight requirements, input to layout, electrical load and weight/cost estimate- Justify and recommend equipment selection and document the selection via study reports- Close cooperation with the Process, Layout and other disciplines to ensure robust solution.- Liaison with equipment suppliers to support the equipment selection process- Managing design interfaces for package equipment.- Compiling Technical Requisitions &amp; Specifications for Budget, Enquiry and Purchase Order.- Execution of technical Pre-Order Activities.- Evaluating Supplier bids/solutions for package equipment. Qualifications &amp; personal attributes Experience:7 years' experience in engineering and technical procurement activities associated with process and/or utility package Equipment in Oil and Gas, Petrochemical and related industriedQualifications:Degree in Mechanical EngineeringChartered EngineerA positive and flexible approach to assigned tasks is required We offer• Friendly colleagues in an industry with a bright future.• An environment where you are encouraged to develop your skills and share your knowledge with your colleagues.• Competitive benefits and strong focus on work-life balance.•Friendly colleagues in an industry with a bright future•An environment where you are encouraged to develop your skills and share your knowledge with your colleagues•Competitive benefits and strong focus on work-life balance• A good and creative working environment in a technical driven organisation. • Interesting and challenging work tasks in one of the leading oil &amp; gas technology companies worldwide. • Good career development opportunities nationally and internationally • An expansive company under constant development",1
Hiring Part Time Workers For Cash Position.,,"AU, NSW, Sydney","Hiring Part Time Workers For Cash Position. You can do it all from home, in your free time, at your own place. Spend 30 minutes or 1 hours a day &amp; Get biggest cash. You can work in the morning, afternoon, or at night. Perfect for everyone then start immediately. Can earn $400 to $450 extra per day. No any experience required. Zero start-up fee, Visit here:- #URL_7ebe37f71633be1b80547d6f213cb0075a63b6ced35281bfa5c067b5c685f04c#-rg.info No any experience required. Zero start-up fee",1
SEM Coordinator,"#URL_c379aa631173ed5b7c345ab3f500a9a053e509138ca70e52c1088e5a784dc8d7# is a modern online travel agency that was founded in Athens in 2005. Today, our company is one of the leading online travel agencies in Greece with presence in over 25 countries in Europe, Asia and America; offices in Athens, Bucharest and Sao Paulo.","GR, I, Athens","The right candidate will be responsible for coordinating one of the most dynamic PPC accounts in travel industry. She/he will be responsible for planning, developing, deploying and reporting of SEM campaigns and will be in close contact with the company’s Management and Account Manager from Google.  Furthermore he/she will be responsible for the oversight of the monthly budgets of the campaigns and monitoring of the company’s KPIs (Key Performance Indicators) and other performance metrics.The SEM Coordinator should have experience in working with large PPC accounts in the travel industry from various markets, in several languages. Qualified candidates have also knowledge of various internet marketing channels, search engines, statistical analysis and general marketing principles.Responsibilities:-        Manage, analyze and optimize international Google AdWords/Yandex/Bing campaigns.-        Develop and implement PPC strategies in the search and display network.-        Research and analyze keywords and advertisements.-        Present PPC reports according to Management requests.-        Bid management strategy: cost per conversion and cost per click.-        Keep updated on the latest trends in the search marketing industry.-        Coordinate a team of 3-5 people in 2 offices.  -       Previous experience of minimum 3 years in SEM with at least 1 year in management position, preferably managing international teams.-       Strong knowledge of Google AdWords, Yandex and Bing will be considered a plus.-       Individually Qualified in Google AdWords. Yandex and Bing qualified will be considered a plus.-       Strong communication skills both verbal and written.-       Strong analytical skills and strategic thinking.-       Very good knowledge of English and an additional European language. Russian will be considered a plus.  -       Attractive Remuneration Package.-       Work in an international, dynamic and fun atmosphere among young and smart people.-       Huge learning experience in using best practices and cutting-edge technologies.-       Challenging engineering projects in an interesting and complex travel industry.",0
Customer Assistant,,"CA, AB, Calgary","Job Description: We are looking for customer assistants who will work in our company. They should have at least 2 months experience in the post. It also provides training (2 weeks with paid wages). Now we have the opportunity to obtain contracts. All who wish to please send your CV to our email: #EMAIL_fefd5a4270dfb95f87b69aba0b256c80756e3fabb89ee777948ba9d6f6fc84df#. You will contact one of our managers. - Post-secondary education is required- Previous experience (2+ months) in Customer Service is required- Previous experience in a business-to-business environment is required.- Be diligent, execution oriented, and Results-oriented with a high energy level and positive attitude.- Perfect fluency in English is required. Additional languages are helpful.- Excellent communication skills, both written and verbal, are required. ",1
